reference,hypothesis,bleu_score,rouge1_score,rouge2_score,rougeL_score
"If it's causing you discomfort, then I recommend scheduling another follow-up visit. Is there anything else that's bothering you today?",Thank you for the information.,0.00995741367357279,0.07142857142857142,0.0,0.07142857142857142
Mind if I take a look?,I have something that may help.,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
It looks like you have an ingrown nail. It seems to be improving on its own.,Is the nail bothering you because it is growing inside the toe?,0.05971094254781577,0.21428571428571427,0.0,0.14285714285714288
I hear she hasn't been doing so well.,What seems to be the problem?,0.0,0.0,0.0,0.0
I completely understand. It's never easy to see your baby sick. Have you taken her temperature recently?,Has she only been congested for the past week or has it been more than that?,0.0,0.058823529411764705,0.0,0.058823529411764705
"I'm glad you brought her in today. I'll go ahead and take her temperature again. Is she experiencing any other symptoms, such as difficulty breathing or wheezing at all?",Thank you for the information.,0.0016459494098040061,0.05555555555555555,0.0,0.05555555555555555
Is she taking down milk?,Thank you for the information.,0.0,0.0,0.0,0.0
How often have you been changing her diapers?,Is she eating and drinking okay?,0.0,0.0,0.0,0.0
"Hello, miss. How are you doing today?","Do you smoke, Maria?",0.11809163818525367,0.36363636363636365,0.0,0.18181818181818182
"Oh, no. When did it start?","I understand, it is terrible to have a headache. How long have you had the headaches?",0.0625,0.09090909090909091,0.0,0.09090909090909091
I see. Do you smoke to relieve the stress?,Those sound like plausible stressors.,0.0,0.0,0.0,0.0
"Good morning, ma'am. You're here for a follow up, correct?","Good afternoon, ma'am. Is this your second visit to our clinic?",0.18181818181818182,0.25,0.09090909090909091,0.25
Happy birthday!,"Happy belated birthday. Great to know. So, what's going on in your life?",0.07692307692307693,0.25,0.0,0.25
"Just to confirm, ma'am, you identify as White, correct?",Please tell me how can I help you today?,0.1111111111111111,0.10526315789473685,0.0,0.10526315789473685
"Okay, walk me through this. So, you've seen doctor X Y Z before, correct?","Yeah, she also talked about it in her notes. So, you had seen doctor X, Y, and Z?",0.16666666666666666,0.42424242424242425,0.2580645161290323,0.42424242424242425
You were having right leg pain when you saw him?,"Lumbar scoliosis and lumbar spinal stenosis, can you please explain them to me?",0.07692307692307693,0.08695652173913043,0.0,0.08695652173913043
Have you ever had surgery on your back?,"You don't have to if you don't want to, tell me about your prior laminectomy surgery?",0.125,0.30769230769230765,0.0,0.23076923076923078
How did you respond to the procedure?,"Yes, yes, I see that you had lower back pain and post surgery for laminectomy, which was done for your lumbar spinal stenosis.",0.043478260869565216,0.06666666666666667,0.0,0.06666666666666667
How have you been treated for these following the surgery?,"Okay. So, it makes sense that you would need laminectomy for that.",0.16666666666666666,0.1818181818181818,0.0,0.1818181818181818
Do you remember which side it was in?,"Yes, the right L two L three transforaminal epidural injections. Last dose was given in March two thousand and five.",0.05,0.14285714285714288,0.0,0.14285714285714288
When was the last time you had these injections into the lower back?,"Oh, I see it right here in your injection list, good. How were they? Were you getting any relief with that?",0.047619047619047616,0.11764705882352941,0.0,0.058823529411764705
How did your symptoms progress following the injections?,"Well, I can see in my notes that after the injection X, Y, and Z says: remaining symptoms are probably related to hip.",0.08695652173913043,0.19354838709677416,0.06896551724137931,0.12903225806451613
Did he do any imaging on this hip?,"Um Um, were there any x rays taken at that time?",0.09090909090909091,0.10526315789473685,0.0,0.10526315789473685
"Okay, the x rays we took today show marked degenerative changes, and a progression since the x rays taken back in August when you saw Doctor X Y Z.","Oh, yeah, we also have a report mentioning here that there were markedly degenerated changes with a significant progression of disease in comparison to your August fourth two thousand four x ray.",0.1875,0.26229508196721313,0.03389830508474576,0.22950819672131145
When was that?,"Yes, the right intra articular hip injections on April seventh two thousand five, right? How did they go? How did it feel?",0.0,0.0,0.0,0.0
Is that when you had the last injections?,"Oh, okay, this year. And how did that go?",0.1111111111111111,0.11764705882352941,0.0,0.11764705882352941
Has anyone talked to you about doing a hip replacement?,"Were you better, the pain got reduced or something?",0.09942659075715218,0.10526315789473685,0.0,0.10526315789473685
Are you still having pain in that right hip today?,"Umm, they have a very good success rate, but at the end of the day, it's you're call to do it or not. I am always here to help and support. How much of pain are you getting?",0.05263157894736842,0.16000000000000003,0.041666666666666664,0.08000000000000002
What makes the pain worse?,Are you able to walk?,0.0,0.0,0.0,0.0
"Okay, if it hurts that bad you should be using a cane. Did you ever get one?",Do you ever use a walking stick or a cane?,0.14897559113742284,0.37037037037037035,0.24000000000000005,0.29629629629629634
Good. Do you have any other appointments scheduled?,Okay. Let's increase your pain management medications. How much and how frequently do you take those pain medications?,0.05555555555555555,0.14814814814814814,0.08,0.14814814814814814
That's fine. What medicines are you taking?,"Yeah, the Ultracet. Are you taking it four times a day, or is it because you can take it more frequently due to pain?",0.041666666666666664,0.1875,0.13333333333333333,0.1875
Does this help the pain?,"Hi, thank you for coming in today. I wanted to follow up with you since Dr. Ronson and I divided your knee pain issues during your last visit. Have you experienced any pain around the tendons?",0.027777777777777776,0.09756097560975609,0.0,0.048780487804878044
"Hello, sir. How are you doing today?","It sounds like you are in here to have your wrist evaluated, is this correct?",0.13333333333333333,0.18181818181818182,0.0,0.09090909090909091
"Oh, no. Again? Did you hurt it before?",Have you had problems with this wrist before?,0.25,0.25,0.0,0.25
I see. How did you hurt it?,When did you injure your wrist?,0.28216057496353797,0.30769230769230765,0.1818181818181818,0.30769230769230765
Did it hurt before that?,"What kind of pain were you feeling, was it new pain?",0.09090909090909091,0.12500000000000003,0.0,0.12500000000000003
The recent injury made it worse?,"If you had to rank the pain from the days that it would hurt more, why would you rate it from one to ten, ten being the worst pain?",0.034482758620689655,0.1142857142857143,0.0,0.1142857142857143
"I see. So, near your ulnar side and not as much the radial side. You said earlier your wrist was already sore, right? Why was that?",What kinds of treatments have you done in the past?,0.02018965179946554,0.1111111111111111,0.0,0.05555555555555555
"Thank you. Oh, wow. It says here you have chronic scapholunate problems and other problems too.",Thank you.,0.0009118819655545162,0.2222222222222222,0.125,0.2222222222222222
It's just some ligament damage in your wrist. I'll see what we can do to get your wrist feeling better.,You had a wrist injury on your scapholunate ligament.,0.06546107295780162,0.1935483870967742,0.0,0.1290322580645161
"So, just to confirm, no current medications?","Before today, have you had any surgeries?",0.0,0.0,0.0,0.0
Any allergies to medicine he might have?,Are you allergic to any medications?,0.14108028748176898,0.30769230769230765,0.0,0.15384615384615383
Okay.,Thank you for the information.,0.0,0.0,0.0,0.0
"I will ask you a few questions about your social history, sir.",Are you married?,0.016595689455954646,0.13333333333333333,0.0,0.13333333333333333
Are you married?,I was asking for a reason.,0.0,0.0,0.0,0.0
Do you smoke or drink? Have you ever tried any illegal drug?,I'm so sorry to hear that.,0.0,0.0,0.0,0.0
Are you working?,Anyone here with you today?,0.2,0.25,0.0,0.25
How active will you call yourself?,Do you smoke or drink?,0.1637461506155964,0.1818181818181818,0.0,0.1818181818181818
Have you been checking your blood sugar regularly?,How are you doing today?,0.10976232721880529,0.15384615384615385,0.0,0.15384615384615385
That's great to hear. Do you mind if I take a look at the readings you brought with you today?,How is your sugar level looking? Are you within the target limits?,0.08556951983876533,0.18181818181818182,0.0,0.12121212121212123
"Have you been experiencing any dizziness, excessive urination, fatigue, weight loss, or any other symptoms?","While I'm waiting to view your equipment, what are we looking to track while using this equipment?",0.0,0.0,0.0,0.0
I have a copy of your blood work right here and it looks like your cholesterol is still pretty high. I'd like you to continue taking the cholesterol medication I prescribed and monitoring your cholesterol intake.,"So, I, ah, the notes I have here say that you have high cholesterol?",0.07419578112271458,0.3137254901960784,0.04081632653061225,0.19607843137254902
"For this reason, I'd like to schedule another follow up appointment and get you in in a few weeks after another blood draw.","Well, your blood work shows that, according to your chart, you are total and LDL cholesterol levels are higher than they should be. We...",0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333
"Great, good. And how are your sinus symptoms since starting the Z Pak?",Are you experiencing any sinus pressure or pain?,0.06690767856487378,0.1904761904761905,0.0,0.1904761904761905
Wonderful. Okay then. Let me have a look at your sinuses and you'll be on your way.,"Good, good. So, I am going to send your prescription to your favorite pharmacy and make sure they and you receive a copy of the treatment plan.",0.14814814814814814,0.22222222222222224,0.04651162790697675,0.13333333333333333
What brings you into the office today?,And you have had loose stools for several weeks now?,0.1,0.11764705882352941,0.0,0.11764705882352941
What has been going on with your stomach? What are your symptoms?,How long has it been really bad?,0.13986904558770089,0.2105263157894737,0.0,0.2105263157894737
When did the diarrhea start?,How often do you have a loose or watery bowel movement?,0.0,0.0,0.0,0.0
How many times of day do you have diarrhea?,How many times a day would you say it is? Ganong?,0.45454545454545453,0.5,0.22222222222222224,0.5
Any problems with your eyesight? Like blur or double vision?,Any diplopia?,0.00915781944436709,0.16666666666666669,0.0,0.16666666666666669
Any partial loss of vision or blind spot?,How about scatology or other visual changes?,0.12383969996431167,0.13333333333333333,0.0,0.13333333333333333
"So, no loss vision, right?",So your vision is not impaired?,0.0,0.3636363636363636,0.0,0.3636363636363636
What brings you into the office today?,What seems to be the problem?,0.28216057496353797,0.30769230769230765,0.0,0.30769230769230765
"Strange, in what way?",How so? Is there something going on with your family or personal life that is stressing you out?,0.0,0.0,0.0,0.0
That must have been very scary for you. How long did you feel disoriented?,It is possible that you just blanked out. But is this happening more often and do you remember anything from the episode the other day?,0.04,0.15384615384615383,0.0,0.15384615384615383
Has anything like this happened before?,Let's run some test and see if we can get to the bottom of this.,0.0,0.09090909090909091,0.0,0.09090909090909091
I would like to send you to a specialist to get some cognitive tests done.,"Have any of them been shock, surprise, or bad news that could have caused a blackout? Or do you have a history of epilepsy in your family?",0.07407407407407407,0.09523809523809523,0.0,0.09523809523809523
"I'm going to run through a list of symptoms and if you're experiencing one or more of these, please let me know.","Do you have any fever, cough, or shortness of breath?",0.060238842382440407,0.17647058823529413,0.0,0.17647058823529413
You had previously mentioned that you sometimes experience an overactive bladder. Are you having any pain with urination or other urinary symptoms along with it?,"Are you experiencing any headaches, muscle soreness, or joint pain?",0.08925206405937193,0.28571428571428575,0.06060606060606061,0.22857142857142856
"How about abdominal pain, excessive thirst or eating?","Have there been any changes in your bowel movements? Any diarrhea or constipation? Are your having any difficulty maintaining hydration, has there been a change in your ability to urinate?",0.03333333333333333,0.052631578947368425,0.0,0.052631578947368425
"And no constipation, diarrhea, or heartburn?","How about any problems maintaining or controlling your blood sugars? Are you peeing excessively, always thirsty, or are you hungry all the time?",0.043478260869565216,0.06896551724137931,0.0,0.06896551724137931
"How about chest pain or tightness, shortness of breath, headaches, or fever?","Any stomach problems such as constipation, or diarrhea? Are you experiencing any heartburn, nausea, vomiting, or any difficulty swallowing?",0.10526315789473684,0.12903225806451615,0.0,0.12903225806451615
"Any problems with your skin, muscles, or joints?",Any chest pain or chest tightness?,0.23884377019126307,0.28571428571428575,0.0,0.28571428571428575
I see. I'd like to order an ultrasound of your kidneys and run a urine test here in our lab.,Any body rash?,0.0,0.0,0.0,0.0
Anyone have asthma at home?,Is anyone else in your family sick?,0.0,0.16666666666666666,0.0,0.16666666666666666
Okay.,How about any type of long term diseases like high blood pressure or diabetes?,0.0,0.0,0.0,0.0
Any other diseases like kidney problems?,Which one?,0.0,0.0,0.0,0.0
Any rheumatological disorders?,The charts are actually showing rheumatologic disease too?,0.0,0.18181818181818182,0.0,0.18181818181818182
"Your E K G looks good. Rhythm is normal. Your axis is somewhat leftward, but this is a normal variation. It is not an abnormal finding and in most cases does not need any further treatment.",How is he feeling?,8.386565697562796e-05,0.049999999999999996,0.0,0.049999999999999996
Your CBC and BMP came back normal and your cardiac enzymes were negative x1.,They are normal.,0.0,0.11764705882352941,0.0,0.11764705882352941
Do you know what they are?,EKG is normal too. Your heart rate seems to be normal that is a good sinus rhythm. I also looked at your results they had noted that your axis is somewhat leftward. I am not sure how concerning that is but I just wanted to make sure you know all the details.,0.057692307692307696,0.10344827586206896,0.03571428571428571,0.06896551724137931
What are your current medications?,Hm Hm. Did anything change with his medicines?,0.0,0.0,0.0,0.0
How old is the patient?,"Your daughter has a foreign body obstructing her airway, and I'll be removing it, today. We took her to the O-R last night and intubated her to maintain an open airway.",0.03225806451612903,0.052631578947368425,0.0,0.052631578947368425
She's seventeen years old.,Do you see her O-R notes on your Patient Portal?,0.0,0.0,0.0,0.0
Did they determine what was obstructing her airways?,I do. Let me take a look.,0.0,0.0,0.0,0.0
"Yes, they found a two millimeter fishbone lodged in her throat. She had to be intubated and taken straight to the O R.",It appears the F-B is a fishbone you have mentioned last night. How old is the patient?,0.12399150399935213,0.14634146341463414,0.0,0.14634146341463414
"Hello there, how are you doing?",Looks like you are doing your rounds in the hospital today. How's today's schedule look?,0.13333333333333333,0.3478260869565218,0.0,0.1739130434782609
"Yeah, same old, same old.","Good, thank you. I'm really busy today. But isn't everything going good since I get to help you out?",0.0,0.0,0.0,0.0
"So, looks like we're here to discuss your diet. Is that right?","I have a followup dietary consultation for hyperlipidemia, hypertension, and possible metabolic syndrome.",0.0,0.0,0.0,0.0
"Okay, let me look through your chart. It looks like you have high lipid levels, high blood pressure and a possibility for a metabolic syndrome.",How have you been the past eleven weeks?,0.029858242066679905,0.12121212121212122,0.0,0.06060606060606061
"Yeah, tell me did you follow the meal plan that we gave to you?",That's why I'm here to help. Tell me what's been going on?,0.14108028748176898,0.2758620689655172,0.07407407407407408,0.1379310344827586
"Okay, did it help?",Which one are you talking about?,0.0,0.0,0.0,0.0
"Did you follow it exactly as you are, as you were asked to do?",Did you exercise with your diet?,0.08786571270524224,0.2,0.1111111111111111,0.2
"Okay, tell me what kind of activities are you doing? How much physical activity are you doing on a regular basis?",How much were you exercising?,0.024457322387019725,0.23076923076923073,0.08333333333333334,0.23076923076923073
That's good. Gardening gets-- can get hard and it helps you keep active.,And you still saw weight gain?,0.05190053731909962,0.2,0.0,0.2
Tell me what brings you here today? Like how can I help you?,So then what happened?,0.026349806140466083,0.11764705882352941,0.0,0.11764705882352941
Okay. What were the results with your South Beach Diet then? Was it effective?,Was that working for you?,0.03305977764431731,0.10526315789473682,0.0,0.10526315789473682
That's good. Then what's the issue?,I don't recommend the South Beach Diet for you.,0.1111111111111111,0.11111111111111112,0.0,0.11111111111111112
I appreciate your honesty. You don't know how happy you made me by saying that.,"Okay. So you just fell off the wagon, but I understand and I appreciate it and you're back so let me help you. How can I help you get that weight off in a safe manner and in the right way. I don't really want to do anything drastic, so we will take it one step at a time.",0.0847457627118644,0.23376623376623376,0.05333333333333334,0.15584415584415584
Let's set a plan for you.,Thank you for the information.,0.1637461506155964,0.3333333333333333,0.0,0.16666666666666666
How're you feeling today?,How long have you been short of breath sir?,0.1111111111111111,0.2857142857142857,0.0,0.2857142857142857
I'm sorry. Why is that?,"I'm sorry you're having a hard time, but can you give me a rough estimate. When did it start?",0.05263157894736842,0.22222222222222224,0.16000000000000003,0.22222222222222224
How long has this been going on?,And how has it been?,0.13406400920712788,0.5,0.0,0.5
Are you experiencing any leg pain or swelling?,"Past three days, I see. Have you been getting enough Exercise?",0.09090909090909091,0.10526315789473685,0.0,0.10526315789473685
How about chest pain or anything like it?,Thanks for the information.,0.0,0.0,0.0,0.0
"I must say, this is concerning. I'd like you to get a C T scan of your chest so we can see what's going on. For now, your pulse ox is in the high nineties so you won't be needing supplemental oxygen at this moment in time. Do you notice the shortness of breath getting worse when you're moving around?",Do you have time to enjoy the Healthy Incentive program that is in place here?,0.01991482734714558,0.17721518987341772,0.051948051948051945,0.10126582278481013
"Okay, I see. And the frequency by which your're short of breath is new for you, correct?","How about Wellness programs we have here, they very thorough and useful.",0.0,0.06666666666666667,0.0,0.06666666666666667
Do you happen to have a history of asthma?,"Okay, please check our Healthy Incentive program.",0.0,0.0,0.0,0.0
"Hi, how are you?","Hello, Madeline! Back for your cycle seven, we are going to be doing Ifosfamide, mesna and VP-sixteen.",0.058823529411764705,0.0909090909090909,0.0,0.0909090909090909
"That's good. I gave you cycle seven ifosphomide, mesna and VP 16 chemotherapy.",Good to hear. Let us get you all fixed up.,0.0740818220681718,0.16666666666666666,0.0,0.16666666666666666
"You have hypothyroidism, correct?",Can you tell me about any changes in the ability to see or hear?,0.0,0.11111111111111112,0.0,0.11111111111111112
Have you been watching your blood sugar?,"Everything looks good related to your ears, eyes, nose, and throat. No one has suddenly lost their vision, experienced any unusual changes in their eye sight, or reported visions of double. Same goes for your hearing, no one has had a sudden loss of ability to hear or experienced any pain or pressure in the ear.",0.017857142857142856,0.031746031746031744,0.0,0.031746031746031744
Good to hear. I see here you were diagnosed with I B S and bowel abnormalities a few years ago.,"Ah yes, your anemia.",0.0,0.0,0.0,0.0
"I see my nurse didn't have the chance to go through the review of systems with you, so I will go through them now.","Yes, it must be difficult dealing with this IBS and bowel abnormalities. I am glad your C Diff is getting better. I don't see any signs of shortness of breath or chest pain. Have you been coughing up blood or noticed anything different about your sputum production?",0.10638297872340426,0.2191780821917808,0.0,0.1095890410958904
"Any fever, chills, or night sweats?",No sudden night time shortness of breath or sudden chest pain.,0.18181818181818182,0.23529411764705885,0.0,0.11764705882352942
Any unusual weight gain or loss?,"I am sure you are aware, but these signs could be symptoms of a heart attack. Other signs could include incoordination, slurred speech, or a sudden headache. After reviewing your labs from yesterday, your white blood cells are still a bit high, it could be sign of acute infection, so we are keeping a close eye. And if you notice any urinary problems let us know because we would need to further evaluate.",0.0136986301369863,0.05063291139240506,0.0,0.02531645569620253
"Any visual changes, in one or both eyes?","No, she reports no fever, chills or sweats.",0.125,0.125,0.0,0.125
Any hearing changes or ear problems?,"And you have been monitoring your blood sugars, correct? Are you still getting those low and high blood sugar spikes?",0.0,0.0,0.0,0.0
"I know I already asked you about your hypothyroidism, but I wanted to check if you are having any excessive thirst or frequent urination?","Okay. You do suffer from hypothyroidism, correct? And we did put you on Metamucil and a Bisacodyl for the IBS. We also need to connect you with a nutritionist to discuss the best options for your thryoid.",0.13513513513513514,0.1639344262295082,0.0,0.13114754098360656
"Any shortness of breath, cough, coughing up excessive mucus or blood, or breathing problems?","Good, and no problem swallowing or mouth lesions?",0.059045819092626836,0.18181818181818182,0.0,0.09090909090909091
"Okay, how about any kind of chest pain or discomfort, trouble breathing at night or when lying down, palpitations or heart attacks?","Hm, your white blood count is a bit higher. Could be a sign of an acute infection and with your history of C Diff, I recommend getting plenty of rest. Also, let us know how your bowel movements are post recent diagnosis and treatment.",0.045454545454545456,0.060606060606060615,0.0,0.030303030303030307
"Any urinary problems, anything with your kidneys?",Thank you for the information.,0.0,0.0,0.0,0.0
Any abnormal vaginal bleeding or discharge?,Okay tell me do you have fever?,0.0,0.0,0.0,0.0
"Good, I know you have had some anemia in the past, any new problems with that? Any blackouts, convulsions, seizures, paralysis, strokes, or headaches?",Any chills or night sweat?,0.008948308742466242,0.13793103448275862,0.0,0.13793103448275862
"Alright, good. That is it for all of my symtom questions. Thank you for bearing with me for that.","Okay. Let's see, no weight loss?",0.0,0.0,0.0,0.0
How old are you?,"Hello there, ma'am. How are you feeling today?",0.25,0.46153846153846156,0.18181818181818182,0.46153846153846156
Are you right handed or left handed?,"Mmm good. And remind me again, what's your dominant hand?",0.0,0.1111111111111111,0.0,0.1111111111111111
"So, you have this long standing on and off lower back pain on your right side. And it all happened after your motor vehicle accident in September of two thousand and five.","Great, now tell me dear, do you have a right low back pain issue that keeps coming and going on since long or is it something new?",0.27698346330043067,0.3050847457627119,0.07017543859649122,0.20338983050847456
Does anything elevate your pain or decreases it?,"Okay, and in the past did you take any meds for that?",0.0,0.0,0.0,0.0
Is there any symptom like weakness or pain in your left leg or your right leg?,"Okay, so no improvements with walking or meds, right?",0.051047313781769625,0.16,0.0,0.16
Any change in your bowel movement or your urine function?,And did you ever try epidural shots for this pain?,0.0,0.0,0.0,0.0
Were your symptoms sudden or were they increasing gradually?,Okay let me check your chart this time and see what all you have done.,0.06666666666666667,0.08333333333333334,0.0,0.08333333333333334
When did this happen? When did you get the injection?,"Oh, I see. When did you get that shot in the back? And was that only one time or multiple shots over time?",0.21739130434782608,0.30303030303030304,0.1935483870967742,0.30303030303030304
"Okay, let me just quickly check your legs. They look full in strength, and they also seem symmetric to me. Can you raise your leg? Like straight up?","Okay, and how did your legs feel? Did you notice any weakness? Any bowel or bladder issue, n stuff?",0.13109555049426316,0.2127659574468085,0.04444444444444444,0.1702127659574468
"Yeah, yes. Straight leg raising is also normal.","How would you rate your pain on scale of one to ten, ten being extreme pain?",0.0,0.0,0.0,0.0
Are you married?,Are you married?,1.0,1.0,1.0,1.0
Are you working?,And do you work anywhere? Or how do you occupy your time?,0.08333333333333333,0.26666666666666666,0.15384615384615385,0.26666666666666666
Do you drink or smoke or have taken any kind of drugs?,That's nice. Do you drink or smoke?,0.27973809117540177,0.5,0.4444444444444444,0.5
"Have you ever had surgery, ma'am?","So, no past health issues?",0.0,0.0,0.0,0.0
"Well, it could be anything from a joint replacement to a C section.",Just health related.,0.0,0.0,0.0,0.0
"Oh, no. I've never had surgery. I had all of my children naturally.",Anything neurological?,0.0,0.0,0.0,0.0
Are you taking any medication?,What medications are you currently taking?,0.16666666666666666,0.7272727272727272,0.22222222222222224,0.5454545454545454
"Okay, let me take a look.","Maybe the nurse did not pick up on the changes given that the new medication list we have shows the Morphine, Darvocet, Flomax, and Avodart. Are you also still taking Ibuprofen?",0.0,0.05405405405405405,0.0,0.05405405405405405
"Yes I see Morphine, Darvocet, Flomax, Avodart and Ibuprofen.",Thank you for the information.,0.0,0.0,0.0,0.0
Did you see that patient today? His general appearance looked good.,I hope you took a good amount of calories. The process can be time consuming but make sure you take care of your diet.,0.041666666666666664,0.1142857142857143,0.0,0.1142857142857143
"Yeah, the patient was well developed and well nourished.",How's he doing by the way?,0.1010884432854389,0.125,0.0,0.125
Was he in any acute distress?,"Yeah, he seems to be hanging in there. I just want to observe him a little longer before I feel completely comfortable. Good news is, I don't have to put him in a hospital bed yet. At least not for now.",0.04878048780487805,0.08333333333333333,0.0,0.08333333333333333
No.,Looks like everything between you two is going good. I saw him cracking some jokes out there. He is actually quite funny.,0.0,0.0,0.0,0.0
Do you have any family medical history?,Any past surgeries that you had which come to your mind?,0.09090909090909091,0.2222222222222222,0.0,0.1111111111111111
"Hi, how are you?",Can you please tell me what kind of pain you are experiencing and where is located?,0.0625,0.2,0.0,0.1
Where exactly do you have pain?,How would you grade it?,0.1637461506155964,0.1818181818181818,0.0,0.1818181818181818
"Hm, do you have any nausea vomiting?",If ten means severe and one is well tolerated. How would you rate it?,0.07142857142857142,0.09523809523809523,0.0,0.09523809523809523
How is your appetite are you having a proper diet?,Did you notice any change in your appetite?,0.19470019576785122,0.33333333333333326,0.125,0.22222222222222224
Okay.,Did you ever have a quick little seizure or did you ever get unconscious due to anything?,0.0,0.0,0.0,0.0
"Any fever, diarrhea headache or joint pain?",And you do not have joint pain or arthritis?,0.2222222222222222,0.375,0.14285714285714288,0.25
Did you ever have any seizure or have loss consciousness or any stroke like symptoms?,"Looking in your past medical history, you are quite healthy I would say. You do not have any major past illness. Good.",0.13636363636363635,0.16216216216216214,0.057142857142857134,0.16216216216216214
"So, I just reviewed your past medical and surgical history. Tell me something, does anyone else in your family have this kind of chest pain?","Okay, how about surgeries? Did you ever go under the knife?",0.0,0.0,0.0,0.0
"Hm, okay.","That's great. So, no history of any trauma or something like that?",0.0,0.0,0.0,0.0
"Good morning, ma'am.","Hello, how old are you?",0.0,0.0,0.0,0.0
What's a young lady like you doing in my office today?,"Good morning, miss.",0.0,0.0,0.0,0.0
"So, what seems to be the problem today?","You're barely over retirement, you still have a while yet before you're considered old. So, you said you have a history of knee problems, correct?",0.04,0.11428571428571428,0.0,0.11428571428571428
"I see, how have you been treated for this in the past?",Have you had any treatments for it?,0.13986904558770089,0.3157894736842105,0.11764705882352942,0.3157894736842105
What kind of symptoms are you having?,What type of knee surgery did you have?,0.375,0.5333333333333333,0.15384615384615383,0.5333333333333333
"Okay, did they do any x rays today?",Do you know which kind of knee surgery?,0.0,0.125,0.0,0.125
"Good, well, these show some malalignment of the hardware from your previous surgery.","Oh great, can you give me a name and I'll look it up in the computer?",0.0625,0.06666666666666667,0.0,0.06666666666666667
"Good afternoon, sir, and who is this with you today?","Hello sir, how are you doing? Good to see you again.",0.2727272727272727,0.28571428571428564,0.0,0.1904761904761905
"I'm doing well, but how are you? How have you been doing since I last saw you?","Fine, thanks. How have you been doing since we last saw you? No symptoms I hope?",0.5871331642584223,0.5882352941176471,0.43749999999999994,0.5294117647058824
"So, no symptoms of heart disease, or failure?",That's good. Have you had any symptoms of C A D or congestive heart failure?,0.3333333333333333,0.4166666666666667,0.09090909090909091,0.3333333333333333
Did you follow up with Doctor X?,How are you doing with your d I D M?,0.2,0.23529411764705882,0.0,0.23529411764705882
Great! How has your blood sugar been?,Have you had any symptoms of high or low blood sugar?,0.09090909090909091,0.2222222222222222,0.125,0.2222222222222222
Have you had any falls since your last visit?,Have you had any falls?,0.35946317129377725,0.7142857142857143,0.6666666666666666,0.7142857142857143
How is your knee doing?,"That's wonderful. You told me that your knee hurts, correct?",0.2,0.25000000000000006,0.14285714285714288,0.25000000000000006
How are you managing this pain?,Are you taking Tyleonol?,0.15163266492815836,0.4,0.25,0.4
We could look into it. I'm glad to see your spirits are high.,"Well, we could look into that.",0.15570161195729887,0.4,0.33333333333333337,0.4
"Are you going to the bathroom regularly, no incontinence?","I am very encouraged by his smile. I take that to mean his spirits are good. Can you remind me if he has had any memory problems, or urinary issues? Also, did they mention if he is thinking clearly?",0.05128205128205128,0.125,0.0,0.08333333333333333
Any memory issues?,"Great, he seems all good.",0.0,0.0,0.0,0.0
"That is just normal male breast tissue, nothing to worry about.",Do you do regular check ups with the Urologist?,0.0,0.0,0.0,0.0
You look good? What are you eating these days?,"Good afternoon, ma'am.",0.0,0.15384615384615383,0.0,0.15384615384615383
You look great! Keep doing whatever you're doing. It's working for you.,You look well developed and well nourished.,0.13986904558770089,0.19047619047619047,0.10526315789473684,0.19047619047619047
I see here that you have a history of frequent U T I's. Are you currently experiencing any urinary symptoms?,"Have you been experiencing night sweats, chills, weight loss?",0.06546107295780162,0.2,0.0,0.2
"That's good news. Are you having other symptoms, such as fever or chills?","Nothing so far, right?",0.0,0.0,0.0,0.0
How has your weight been? Has it been pretty stable since you have been bed bound?,Do you have a cough or chest congestion?,0.09196986029286058,0.16666666666666666,0.09090909090909091,0.16666666666666666
"Okay, now for the routine stuff. Any coughing, chest congestion or chest pain?","How about shortness of breath, chest pain, or feeling your heart race suddenly?",0.15384615384615385,0.23076923076923078,0.08333333333333333,0.15384615384615385
What abut shortness of breath? Any type of bleeding in your feces or rectum?,"Any loss of appetite, nausea or vomiting?",0.15766261764490386,0.2857142857142857,0.0,0.2857142857142857
"Great to hear. Any constipation, stomach pain, nausea, or vomiting?","Any pain, bloating, or other symptoms in your G.I. Tract?",0.3,0.28571428571428564,0.0,0.28571428571428564
Did you have any medical issues in the past?,Just to summarize I see in your notes that you have been diagnosed with prostate cancer correct?,0.17647058823529413,0.23076923076923078,0.08333333333333333,0.15384615384615383
Anything else?,I also see here that you have some urine leakage problem correct?,0.0,0.0,0.0,0.0
Any surgery in the past?,Okay and you also had a hip replacement in the left hip area correct?,0.14285714285714285,0.21052631578947364,0.11764705882352941,0.21052631578947364
Is the patient restrained?,I would like to put a palm protector on your hand miss. Is that okay?,0.06666666666666667,0.10526315789473685,0.0,0.10526315789473685
"No, but she does have a palm protector in her right hand.",Don't worry we don't use any kind of restraint system here.,0.0,0.0,0.0,0.0
"Welcome to the clinic, sir!","What is your living situation, sir?",0.0,0.1818181818181818,0.0,0.1818181818181818
"Do you use tobacco product, alcohol, or recreational drugs?",Do you own a home?,0.17973158564688863,0.2857142857142857,0.16666666666666666,0.2857142857142857
How much do you smoke per day?,Okay. How much do you smoke?,0.5643211499270759,0.7692307692307692,0.7272727272727272,0.7692307692307692
